date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price
2017-07-01,SGP,SGD,Singapore,5.6,1.3777,4.06474559047688
2018-07-01,SGP,SGD,Singapore,5.8,1.35585,4.27775933915994
2019-07-09,SGP,SGD,Singapore,5.8,1.3613,4.26063321824726
2020-07-01,SGP,SGD,Singapore,5.9,1.3876,4.251945805707701
2000-04-01,THA,THB,Thailand,55.0,38.0,1.4473684210526299
2001-04-01,THA,THB,Thailand,55.0,45.5,1.2087912087912098
2002-04-01,THA,THB,Thailand,55.0,43.3,1.2702078521940001
2003-04-01,THA,THB,Thailand,59.0,42.7,1.38173302107728
2004-05-01,THA,THB,Thailand,59.0,40.8,1.44607843137255
2005-06-01,THA,THB,Thailand,60.0,40.53,1.4803849000740201
2006-05-01,THA,THB,Thailand,60.0,38.445,1.5606710885680801
2007-06-01,THA,THB,Thailand,62.0,34.455,1.7994485560876499
2008-06-01,THA,THB,Thailand,62.0,33.36,1.8585131894484401
2009-07-01,THA,THB,Thailand,64.49,34.165,1.88760427337919
2010-07-01,THA,THB,Thailand,70.0,32.305,2.16684723726977
2011-07-01,THA,THB,Thailand,70.0,29.75,2.35294117647059
2012-07-01,THA,THB,Thailand,82.0,31.7,2.58675078864353
2013-07-01,THA,THB,Thailand,89.0,31.275,2.8457234212629903
2014-07-01,THA,THB,Thailand,99.0,31.78,3.1151667715544398
2015-07-01,THA,THB,Thailand,108.0,34.0875,3.1683168316831702
2016-07-01,THA,THB,Thailand,119.0,34.965,3.4034034034034
2017-07-01,THA,THB,Thailand,119.0,34.0365,3.4962466763621403
2018-07-01,THA,THB,Thailand,119.0,33.17,3.5875791377751
2019-07-09,THA,THB,Thailand,119.0,30.8275,3.8601897656313398
2020-07-01,THA,THB,Thailand,128.0,31.385,4.0783813923849
2000-04-01,IDN,IDR,Indonesia,14500.0,7945.0,1.82504719949654
2001-04-01,IDN,IDR,Indonesia,14700.0,10855.0,1.35421464762782
2002-04-01,IDN,IDR,Indonesia,16000.0,9430.0,1.69671261930011
2003-04-01,IDN,IDR,Indonesia,16100.0,8740.0,1.8421052631578898
2004-05-01,IDN,IDR,Indonesia,16100.0,9120.0,1.76535087719298
2005-06-01,IDN,IDR,Indonesia,14600.0,9545.0,1.5295966474594
2006-05-01,IDN,IDR,Indonesia,14600.0,9325.0,1.5656836461126
2007-06-01,IDN,IDR,Indonesia,15900.0,9015.0,1.76372712146423
2008-06-01,IDN,IDR,Indonesia,18700.0,9152.0,2.04326923076923
2009-07-01,IDN,IDR,Indonesia,20900.0,10200.0,2.0490196078431397
2010-07-01,IDN,IDR,Indonesia,22780.0,9063.0,2.5135164956416203
2011-07-01,IDN,IDR,Indonesia,22534.0,8523.0,2.64390472838203
2012-07-01,IDN,IDR,Indonesia,24200.0,9482.5,2.55206960189823
2013-07-01,IDN,IDR,Indonesia,27939.0,9965.0,2.80371299548419
2014-07-01,IDN,IDR,Indonesia,27939.0,11505.0,2.42842242503259
2015-07-01,IDN,IDR,Indonesia,30500.0,13344.5,2.28558582187418
2016-07-01,IDN,IDR,Indonesia,31000.0,13112.5,2.36415633937083
2017-07-01,IDN,IDR,Indonesia,32126.0,13369.5,2.40293204682299
2018-07-01,IDN,IDR,Indonesia,31500.0,14360.0,2.19359331476323
2019-07-09,IDN,IDR,Indonesia,32000.0,14130.0,2.26468506723284
2020-07-01,IDN,IDR,Indonesia,34000.0,14435.0,2.35538621406304
2000-04-01,KOR,KRW,South Korea,3000.0,1108.0,2.70758122743682
2001-04-01,KOR,KRW,South Korea,3000.0,1325.0,2.26415094339623
2002-04-01,KOR,KRW,South Korea,3100.0,1304.0,2.37730061349693
2003-04-01,KOR,KRW,South Korea,3300.0,1220.0,2.7049180327868902
2004-05-01,KOR,KRW,South Korea,3200.0,1177.0,2.71877655055225
2005-06-01,KOR,KRW,South Korea,2500.0,1005.5,2.48632521133764
2006-05-01,KOR,KRW,South Korea,2500.0,952.4,2.62494750104998
2007-06-01,KOR,KRW,South Korea,2900.0,922.5,3.14363143631436
2008-06-01,KOR,KRW,South Korea,3200.0,1018.05,3.1432640832964998
2009-07-01,KOR,KRW,South Korea,3400.0,1314.5,2.58653480410803
2010-07-01,KOR,KRW,South Korea,3400.0,1204.45,2.82286520818631
2011-07-01,KOR,KRW,South Korea,3700.0,1056.2,3.50312440825601
2012-07-01,KOR,KRW,South Korea,3700.0,1151.0,3.2145960034752403
2013-07-01,KOR,KRW,South Korea,3900.0,1135.7,3.4340054591881697
2014-07-01,KOR,KRW,South Korea,4100.0,1023.75,4.00488400488401
2015-07-01,KOR,KRW,South Korea,4300.0,1143.5,3.76038478355925
2016-07-01,KOR,KRW,South Korea,4400.0,1140.95,3.85643542661817
2017-07-01,KOR,KRW,South Korea,4400.0,1144.65,3.84396977241952
2018-07-01,KOR,KRW,South Korea,4500.0,1116.0,4.03225806451613
2019-07-09,KOR,KRW,South Korea,4500.0,1180.55,3.81178264368303
2020-07-01,KOR,KRW,South Korea,4500.0,1200.95,3.74703359840127
